"School 
Year","LEA 
Code","LEA 
Name","School 
Code","School 
Name","Charter 
School","Current 
Grades","Direct 
Certification","Community 
Eligibility","Total 
Enrollment","# Identified 
Students",Multiplier,"# Low 
Income 
Students","% Low 
Income 
Students","School 
Served","Eligibility 
Program 
Model","Eligibility 
Justification","Program 
Justification","# Students 
Served TAS","Grades 
Served 
TAS","Served 
1st Year","Served 1st 
Year Comment"
2020-2021,110,Buncombe County Schools,110370,Hominy Valley Elementary,N,"0K,01,02,03,04",N,N,426,N/A,N/A,186,43.66,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110372,Johnston Elementary,N,"0K,01,02,03,04",N,Y,251,131,1.6,210,83.67,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110376,Leicester Elementary,N,"0K,01,02,03,04",N,N,406,N/A,N/A,283,69.7,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110379,North Buncombe Elementary,N,"0K,01,02,03,04",N,N,567,N/A,N/A,289,50.97,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110380,North Buncombe High,N,"PK,0K,09,10,11,12",N,N,1004,N/A,N/A,407,40.54,N,SW,,,,,,
2020-2021,110,Buncombe County Schools,110381,North Buncombe Middle,N,"07,08",N,N,595,N/A,N/A,273,45.88,N,SW,,,,,,
2020-2021,110,Buncombe County Schools,110382,North Windy Ridge Intermediate,N,"05,06",N,N,541,N/A,N/A,264,48.8,Y,SW-SW,,,,,2009-2010,
2020-2021,110,Buncombe County Schools,110384,Oakley Elementary,N,"0K,01,02,03,04,05",N,Y,446,195,1.6,312,69.96,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110388,Pisgah Elementary,N,"0K,01,02,03,04",N,N,183,N/A,N/A,124,67.76,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110401,Enka Middle,N,"07,08",N,N,622,N/A,N/A,376,60.45,N,SW,,,,,,
2020-2021,110,Buncombe County Schools,110408,Sand Hill-Venable Elem,N,"0K,01,02,03,04",N,N,562,N/A,N/A,418,74.38,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110410,Avery's Creek Elementary,N,"0K,01,02,03,04",N,N,616,N/A,N/A,385,62.5,Y,SW-SW,,,,,2005-2006,
2020-2021,110,Buncombe County Schools,110412,Williams Elementary,N,"0K,01,02,03,04,05",N,N,469,N/A,N/A,285,60.77,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110416,Roberson High,N,"PK,0K,09,10,11,12,XG",N,N,1418,N/A,N/A,503,35.47,N,TAS,,,,,,
2020-2021,110,Buncombe County Schools,110420,Valley Springs Middle,N,"05,06,07,08",N,N,674,N/A,N/A,340,50.45,N,SW,,,,,,
2020-2021,110,Buncombe County Schools,110422,Estes Elementary,N,"0K,01,02,03,04,05",N,N,749,N/A,N/A,363,48.46,Y,SW-SW,,,,,2009-2010,
2020-2021,110,Buncombe County Schools,110425,Enka Intermediate,N,"05,06",N,N,641,N/A,N/A,391,61,Y,SW-SW,,,,,2017-2018,
2020-2021,110,Buncombe County Schools,110428,Weaverville Elementary,N,"02,03,04",N,N,361,N/A,N/A,138,38.23,Y,TAS-SW,,Always SW,,,2009-2010,
2020-2021,110,Buncombe County Schools,110432,Weaverville Primary,N,"0K,01",N,N,238,N/A,N/A,104,43.7,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110436,West Buncombe Elementary,N,"0K,01,02,03,04",N,N,577,N/A,N/A,359,62.22,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110444,Woodfin Elementary,N,"0K,01,02,03,04,05",N,Y,129,40,1.6,64,49.61,Y,SW-SW,,,,,2006-2007,
2020-2021,110,Buncombe County Schools,110450,Koontz Intermediate,N,"05,06",N,N,711,N/A,N/A,373,52.46,Y,SW-SW,,,,,2013-2014,
2020-2021,110,Buncombe County Schools,110451,Eblen Intermediate,N,"05,06",N,N,648,N/A,N/A,480,74.07,Y,SW-SW,,,,,2013-2014,
2020-2021,110,Buncombe County Schools,110500,Nesbitt Discovery Academy,N,"09,10,11,12",N,N,377,N/A,N/A,75,19.89,N,Not Title I,,,,,,
2020-2021,111,Asheville City Schools,111302,Asheville High,N,"09,10,11,12,XG",N,N,1030,N/A,N/A,252,24.47,N,Not Title I,,,,,,
2020-2021,111,Asheville City Schools,111304,Hall Fletcher Elementary,N,"PK,0K,01,02,03,04,05",N,N,312,N/A,N/A,167,53.53,Y,SW-SW,,,,,2006-2007,
2020-2021,111,Asheville City Schools,111306,Isaac Dickson Elementary,N,"PK,0K,01,02,03,04,05",N,N,439,N/A,N/A,144,32.8,Y,TAS-SW,Grandfather Rule,Always SW,,,2004-2005,
2020-2021,111,Asheville City Schools,111307,Asheville Primary,N,"PK,0K,01,02,03",N,N,102,N/A,N/A,53,51.96,Y,SW-SW,,,,,2018-2019,
2020-2021,111,Asheville City Schools,111312,Claxton Elementary,N,"0K,01,02,03,04,05",N,N,437,N/A,N/A,166,37.99,Y,TAS-SW,,Always SW,,,2006-2007,
2020-2021,111,Asheville City Schools,111332,Ira B Jones Elementary,N,"PK,0K,01,02,03,04,05",N,N,426,N/A,N/A,179,42.02,Y,SW-SW,,,,,2005-2006,
2020-2021,111,Asheville City Schools,111356,Asheville Middle,N,"06,07,08",N,N,668,N/A,N/A,287,42.96,N,SW,,,,,,
2020-2021,111,Asheville City Schools,111360,Vance Elementary,N,"0K,01,02,03,04,05",N,N,357,N/A,N/A,175,49.02,Y,SW-SW,,,,,2006-2007,
2020-2021,111,Asheville City Schools,111369,Montford North Star Academy,N,"06,07,08",N,N,283,N/A,N/A,83,29.33,N,Not Title I,,,,,,
2020-2021,111,Asheville City Schools,111700,School of Inquiry and Life Sciences,N,"09,10,11,12,XG",N,N,323,N/A,N/A,90,27.86,N,Not Title I,,,,,,
2020-2021,11A,Evergreen Community Charter,11A000,Evergreen Community Charter,Y,"0K,01,02,03,04,05,06,07,08",N,N,443,N/A,N/A,143,32.28,Y,TAS-SW,Charter School,Waiver Provided,,,2006-2007,
2020-2021,11B,ArtSpace Charter,11B000,ArtSpace Charter School,Y,"0K,01,02,03,04,05,06,07,08",N,N,399,N/A,N/A,163,40.85,Y,SW-SW,,,,,2006-2007,
2020-2021,11C,Invest Collegiate - Imagine,11C000,IC Imagine,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,1255,N/A,N/A,264,21.04,Y,TAS-TAS,Charter School,,65,"01,02,03,04,05",2018-2019,
2020-2021,11D,The Franklin School of Innovation,11D000,The Franklin School of Innovation,Y,"05,06,07,08,09,10,11,12",N,N,567,159,1.6,254,44.8,Y,SW-SW,,,,,2014-2015,
2020-2021,11K,Francine Delany New School,11K000,Francine Delany New School,Y,"0K,01,02,03,04,05,06,07,08",N,N,178,N/A,N/A,73,41.01,Y,SW-TAS,,,24,"01,02,03,04",2013-2014,
2020-2021,120,Burke County Schools,120308,Hallyburton Academy,N,"06,07,08,09,10,11,12",N,N,109,N/A,N/A,109,100,N,SW,,,,,,
2020-2021,120,Burke County Schools,120310,Burke Middle College,N,"11,12",N,N,147,N/A,N/A,37,25.17,N,Not Title I,,,,,,
2020-2021,120,Burke County Schools,120312,Drexel Elementary,N,"PK,0K,01,02,03,04,05",N,N,451,N/A,N/A,316,70.07,Y,SW-SW,,,,,2005-2006,
2020-2021,120,Burke County Schools,120314,East Burke High,N,"09,10,11,12,XG",N,N,822,N/A,N/A,420,51.09,N,SW,,,,,2020-2021,
2020-2021,120,Burke County Schools,120315,East Burke Middle,N,"06,07,08",N,N,660,N/A,N/A,398,60.3,N,SW,,,,,,
2020-2021,120,Burke County Schools,120316,Forest Hill Elementary,N,"PK,0K,01,02,03,04,05",N,N,280,N/A,N/A,226,80.71,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120318,Freedom High,N,"09,10,11,12,XG",N,N,1209,N/A,N/A,672,55.58,N,SW,,,,,,
2020-2021,120,Burke County Schools,120320,George Hildebrand Elementary,N,"PK,0K,01,02,03,04,05",N,N,311,N/A,N/A,209,67.2,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120324,Glen Alpine Elementary,N,"PK,0K,01,02,03,04,05",N,N,357,N/A,N/A,232,64.99,Y,SW-SW,,,,,2005-2006,
2020-2021,120,Burke County Schools,120334,Heritage Middle,N,"06,07,08",N,N,550,N/A,N/A,326,59.27,N,SW,,,,,,
2020-2021,120,Burke County Schools,120338,Hildebran Elementary,N,"PK,0K,01,02,03,04,05",N,N,453,N/A,N/A,272,60.04,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120340,Hillcrest Elementary,N,"PK,0K,01,02,03,04,05",N,N,279,N/A,N/A,260,93.19,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120344,Icard Elementary,N,"PK,0K,01,02,03,04,05",N,N,292,N/A,N/A,183,62.67,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120346,Jimmy C Draughn High School,N,"09,10,11,12,XG",N,N,593,N/A,N/A,256,43.17,N,SW,,,,,,
2020-2021,120,Burke County Schools,120350,Liberty Middle,N,"06,07,08",N,N,533,N/A,N/A,274,51.41,N,SW,,,,,,
2020-2021,120,Burke County Schools,120352,North Liberty,N,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,74,N/A,N/A,44,59.46,N,SW,,,,,,
2020-2021,120,Burke County Schools,120354,Mountain View Elementary,N,"PK,0K,01,02,03,04,05",N,N,724,N/A,N/A,557,76.93,Y,SW-SW,,,,,2018-2019,
2020-2021,120,Burke County Schools,120360,Mull Elementary,N,"PK,0K,01,02,03,04,05",N,N,318,N/A,N/A,196,61.64,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120364,Oak Hill Elementary,N,"PK,0K,01,02,03,04,05",N,N,385,N/A,N/A,237,61.56,Y,SW-SW,,,,,2004-2005,
2020-2021,120,Burke County Schools,120368,Ray Childers Elementary,N,"PK,0K,01,02,03,04,05",N,N,468,N/A,N/A,312,66.67,Y,SW-SW,,,,,2005-2006,
2020-2021,120,Burke County Schools,120370,Robert L. Patton High School,N,"09,10,11,12,XG",N,N,771,N/A,N/A,334,43.32,N,SW,,,,,,
2020-2021,120,Burke County Schools,120374,Salem Elementary,N,"PK,0K,01,02,03,04,05",N,N,438,N/A,N/A,233,53.2,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120376,Table Rock Middle,N,"06,07,08",N,N,616,N/A,N/A,368,59.74,N,SW,,,,,,
2020-2021,120,Burke County Schools,120380,Valdese Elementary,N,"PK,0K,01,02,03,04,05",N,N,558,N/A,N/A,322,57.71,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120386,W A Young Elementary,N,"PK,0K,01,02,03,04,05",N,N,460,N/A,N/A,294,63.91,Y,SW-SW,,,,,2006-2007,
2020-2021,120,Burke County Schools,120390,Walter R Johnson Middle,N,"06,07,08",N,N,517,N/A,N/A,450,87.04,N,SW,,,,,,
2020-2021,12A,The New Dimensions School,12A000,New Dimensions,Y,"0K,01,02,03,04,05,06,07,08",N,N,335,N/A,N/A,94,28.06,Y,TAS-TAS,Charter School,,64,"0K,01,02,03,04,05,06,07,08",2011-2012,
2020-2021,130,Cabarrus County Schools,130304,A T Allen Elementary,N,"0K,01,02,03,04,05",N,N,841,N/A,N/A,492,58.5,Y,SW-SW,,,,,2006-2007,
2020-2021,130,Cabarrus County Schools,130307,Cox Mill High School,N,"09,10,11,12",N,N,1940,N/A,N/A,201,10.36,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130308,Bethel Elementary,N,"PK,0K,01,02,03,04,05",N,N,594,N/A,N/A,243,40.91,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130309,Beverly Hills Elementary,N,"0K,01,02,03,04,05",N,N,349,N/A,N/A,173,49.57,Y,SW-SW,,,,,2006-2007,
2020-2021,130,Cabarrus County Schools,130310,Central Cabarrus High,N,"09,10,11,12",N,N,1623,N/A,N/A,726,44.73,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130311,Coltrane-Webb Elementary,N,"0K,01,02,03,04,05",N,N,433,N/A,N/A,204,47.11,Y,SW-SW,,,,,2011-2012,
2020-2021,130,Cabarrus County Schools,130312,Harrisburg Elementary,N,"0K,01,02,03,04,05",N,N,1043,N/A,N/A,127,12.18,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130313,Concord Middle,N,"06,07,08",N,Y,785,393,1.6,629,80.13,Y,SW-SW,,,,,2019-2020,
2020-2021,130,Cabarrus County Schools,130314,Concord High,N,"09,10,11,12",N,N,1131,N/A,N/A,587,51.9,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130315,J N Fries Magnet School,N,"06,07,08",N,N,867,N/A,N/A,338,38.99,N,TAS,,,,,,
2020-2021,130,Cabarrus County Schools,130316,Jay M Robinson High,N,"09,10,11,12",N,N,1248,N/A,N/A,580,46.47,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130317,Cabarrus Co Opportunity School,N,"06,07,08,09,10,11,12",N,Y,129,59,1.6,94,72.87,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130318,C C Griffin Middle,N,"06,07,08",N,N,1089,N/A,N/A,531,48.76,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130319,Cox Mill Elementary,N,"0K,01,02,03,04,05",N,N,1182,N/A,N/A,57,4.82,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130320,Harris Road Middle,N,"06,07,08",N,N,1493,N/A,N/A,195,13.06,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130321,Carl A Furr Elementary,N,"PK,0K,01,02,03,04,05",N,N,863,N/A,N/A,453,52.49,Y,SW-SW,,,,,2012-2013,
2020-2021,130,Cabarrus County Schools,130322,Mount Pleasant Elementary,N,"0K,01,02,03,04,05",N,N,668,N/A,N/A,242,36.23,N,TAS,,,,,,
2020-2021,130,Cabarrus County Schools,130323,Mount Pleasant Middle,N,"06,07,08",N,N,714,N/A,N/A,240,33.61,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130324,Mount Pleasant High,N,"09,10,11,12",N,N,823,N/A,N/A,243,29.53,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130325,Charles E Boger Elementary,N,"PK,0K,01,02,03,04,05",N,N,658,N/A,N/A,263,39.97,N,TAS,,,,,,
2020-2021,130,Cabarrus County Schools,130326,Northwest Cabarrus High,N,"09,10,11,12",N,N,1347,N/A,N/A,520,38.6,N,TAS,,,,,,
2020-2021,130,Cabarrus County Schools,130327,Northwest Cabarrus Middle,N,"06,07,08",N,N,932,N/A,N/A,490,52.58,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130328,Royal Oaks Elementary,N,"0K,01,02,03,04,05,06,07",N,Y,384,206,1.6,330,85.94,Y,SW-SW,,,,,2005-2006,
2020-2021,130,Cabarrus County Schools,130329,Rocky River Elementary,N,"PK,0K,01,02,03,04,05",N,N,794,N/A,N/A,534,67.25,Y,SW-SW,,,,,2006-2007,
2020-2021,130,Cabarrus County Schools,130330,R Brown  McAllister Elementary,N,"0K,01,02,03,04,05",N,N,368,N/A,N/A,140,38.04,N,TAS,,,,,,
2020-2021,130,Cabarrus County Schools,130331,Pitts School Road Elementary,N,"0K,01,02,03,04,05",N,N,879,N/A,N/A,292,33.22,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130332,Hickory Ridge High,N,"09,10,11,12",N,N,1712,N/A,N/A,298,17.41,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130333,Performance Learning Center,N,"06,07,08,09,10,11,12",N,N,135,N/A,N/A,59,43.7,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130336,W R Odell Primary,N,"0K,01,02",N,N,745,N/A,N/A,95,12.75,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130337,W R Odell Elementary,N,"03,04,05",N,N,826,N/A,N/A,112,13.56,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130338,Weddington Hills Elementary,N,"0K,01,02,03,04,05",N,N,1044,N/A,N/A,554,53.07,Y,SW-SW,,,,,2005-2006,
2020-2021,130,Cabarrus County Schools,130339,West Cabarrus High,N,"09,10,11,12",N,N,1230,N/A,N/A,386,31.38,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130340,Winecoff Elementary,N,"PK,0K,01,02,03,04,05",N,N,764,N/A,N/A,480,62.83,Y,SW-SW,,,,,2004-2005,
2020-2021,130,Cabarrus County Schools,130342,W M Irvin Elementary,N,"PK,0K,01,02,03,04,05",N,Y,729,358,1.6,573,78.6,Y,SW-SW,,,,,2004-2005,
2020-2021,130,Cabarrus County Schools,130344,Wolf Meadow Elementary,N,"0K,01,02,03,04,05",N,Y,550,272,1.6,435,79.09,Y,SW-SW,,,,,2005-2006,
2020-2021,130,Cabarrus County Schools,130345,Patriots Elementary,N,"0K,01,02,03,04,05",N,N,1208,N/A,N/A,283,23.43,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130346,Hickory Ridge Middle,N,"06,07,08",N,N,1306,N/A,N/A,255,19.53,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130347,Hickory Ridge Elementary,N,"0K,01,02,03,04,05",N,N,832,N/A,N/A,56,6.73,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130349,Cabarrus Early College of Technology,N,"09,10,11,12,13",N,N,231,N/A,N/A,71,30.74,N,Not Title I,,,,,,
2020-2021,130,Cabarrus County Schools,130350,Cabarrus-Kannapolis Early Coll,N,"09,10,11,12,13",N,N,224,N/A,N/A,79,35.27,N,TAS,,,,,,
2020-2021,130,Cabarrus County Schools,130355,Harold E. Winkler Middle,N,"06,07,08",N,N,1134,N/A,N/A,578,50.97,N,SW,,,,,,
2020-2021,130,Cabarrus County Schools,130356,Cabarrus County Schools Virtual Academy,N,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,579,N/A,N/A,127,21.93,N,Not Title I,,,,,,
2020-2021,132,Kannapolis City Schools,132304,A L Brown High,N,"09,10,11,12,XG",N,Y,1575,N/A,N/A,549,34.86,N,Not Title I,,,,,,
2020-2021,132,Kannapolis City Schools,132308,Forest Park Elementary,N,"PK,0K,01,02,03,04,05",N,Y,528,N/A,N/A,222,42.05,Y,SW-SW,,,,,2006-2007,
2020-2021,132,Kannapolis City Schools,132312,Fred L Wilson Elementary,N,"0K,01,02,03,04,05",N,Y,370,N/A,N/A,169,45.68,Y,SW-SW,,,,,2006-2007,
2020-2021,132,Kannapolis City Schools,132314,GW Carver Elementary,N,"0K,01,02,03,04,05",N,Y,567,N/A,N/A,302,53.26,Y,SW-SW,,,,,2017-2018,
2020-2021,132,Kannapolis City Schools,132328,Jackson Park Elementary,N,"0K,01,02,03,04,05",N,Y,435,N/A,N/A,173,39.77,Y,TAS-SW,,Always SW,,,2004-2005,
2020-2021,132,Kannapolis City Schools,132330,Kannapolis Middle,N,"06,07,08",N,Y,1315,N/A,N/A,556,42.28,N,SW,,,,,,
2020-2021,132,Kannapolis City Schools,132332,Shady Brook Elementary,N,"0K,01,02,03,04,05",N,Y,329,N/A,N/A,169,51.37,Y,SW-SW,,,,,2006-2007,
2020-2021,132,Kannapolis City Schools,132336,North Kannapolis Elementary,N,"PK,0K,01,02,03,04,05",N,Y,326,N/A,N/A,215,65.95,Y,SW-SW,,,,,2006-2007,
2020-2021,13A,Carolina International School,13A000,Carolina International School,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,Y,833,178,1.6,285,34.21,Y,TAS-TAS,Charter School,,115,"0K,01,02,03,04,05",2019-2020,
2020-2021,13B,Cabarrus Charter Academy,13B000,Cabarrus Charter Academy,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,844,N/A,N/A,346,41,Y,SW-SW,,,,,2014-2015,
2020-2021,13C,A.C.E. Academy,13C000,A.C.E. Academy,Y,"0K,01,02,03,04,05,06,07,08",N,N,400,N/A,N/A,205,51.25,Y,SW-SW,,,,,2014-2015,
2020-2021,13D,Concord Lake STEAM Academy,13D000,Concord Lake STEAM Academy,Y,"0K,01,02,03,04,05,06,07,08",N,Y,357,194,1.6,310,86.83,Y,SW-SW,,,,,2016-2017,
2020-2021,140,Caldwell County Schools,140304,Baton Elementary,N,"PK,0K,01,02,03,04,05",N,N,368,116,1.6,186,50.54,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140305,Caldwell Applied Sciences Academy,N,"09,10,11,12",N,N,210,37,1.6,59,28.1,N,Not Title I,,,,,,
2020-2021,140,Caldwell County Schools,140306,Gateway School,N,"06,07,08,09,10,11,12",N,Y,76,42,1.6,67,88.16,Y,SW-SW,,,,,2005-2006,
2020-2021,140,Caldwell County Schools,140307,Horizons Elementary,N,"0K,01,02,03,04,05",N,Y,36,21,1.6,34,94.44,Y,SW-SW,,,,,2005-2006,
2020-2021,140,Caldwell County Schools,140308,Collettsville School,N,"PK,0K,01,02,03,04,05,06,07,08",N,N,370,38,1.6,61,16.49,Y,TAS-SW,Grandfather Rule,Always SW,,,2006-2007,
2020-2021,140,Caldwell County Schools,140309,Caldwell Early College,N,"09,10,11,12,13",N,N,331,34,1.6,54,16.31,N,Not Title I,,,,,,
2020-2021,140,Caldwell County Schools,140312,Davenport A+ School,N,"PK,0K,01,02,03,04,05",N,N,507,241,1.6,386,76.13,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140316,Dudley Shoals Elementary,N,"PK,0K,01,02,03,04,05",N,N,445,161,1.6,258,57.98,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140324,Gamewell Elementary,N,"PK,0K,01,02,03,04,05",N,N,492,245,1.6,392,79.67,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140332,Gamewell Middle,N,"06,07,08",N,N,557,252,1.6,403,72.35,Y,SW-SW,,,,,2002-2003,
2020-2021,140,Caldwell County Schools,140336,Granite Falls Middle,N,"06,07,08",N,N,554,132,1.6,211,38.09,Y,TAS-SW,,Always SW,,,2005-2006,
2020-2021,140,Caldwell County Schools,140340,Granite Falls Elementary,N,"PK,0K,01,02,03,04,05",N,N,621,201,1.6,322,51.85,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140344,Happy Valley Elementary,N,"PK,0K,01,02,03,04,05,06,07,08",N,N,237,96,1.6,154,64.98,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140348,Hibriten High,N,"09,10,11,12,XG",N,N,788,234,1.6,374,47.46,N,SW,,,,,,
2020-2021,140,Caldwell County Schools,140352,Hudson Elementary,N,"PK,0K,01,02,03,04,05",N,N,714,240,1.6,384,53.78,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140356,Hudson Middle,N,"06,07,08",N,N,709,245,1.6,392,55.29,Y,SW-SW,,,,,2002-2003,
2020-2021,140,Caldwell County Schools,140360,Kings Creek Elementary,N,"PK,0K,01,02,03,04,05,06,07,08",N,N,185,54,1.6,86,46.49,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140368,William Lenoir Middle,N,"06,07,08",N,N,554,205,1.6,328,59.21,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140372,Lower Creek Elementary,N,"0K,01,02,03,04,05",N,N,390,120,1.6,192,49.23,Y,SW-SW,,,,,2005-2006,
2020-2021,140,Caldwell County Schools,140384,Sawmills Elementary,N,"PK,0K,01,02,03,04,05",N,N,363,142,1.6,227,62.53,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140386,South Caldwell High,N,"PK,09,10,11,12,XG",N,N,1331,304,1.6,486,36.51,N,TAS,,,,,,
2020-2021,140,Caldwell County Schools,140388,Valmead Elementary,N,"PK,0K,01,02",N,Y,175,124,1.6,175,100,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140390,West Caldwell High,N,"09,10,11,12,XG",N,N,674,275,1.6,440,65.28,N,SW,,,,,,
2020-2021,140,Caldwell County Schools,140392,West Lenoir Elementary,N,"03,04,05",N,Y,147,95,1.6,147,100,Y,SW-SW,,,,,2006-2007,
2020-2021,140,Caldwell County Schools,140396,Whitnel Elementary,N,"PK,0K,01,02,03,04,05",N,N,301,162,1.6,259,86.05,Y,SW-SW,,,,,2006-2007,
2020-2021,150,Camden County Schools,150304,Camden County High,N,"09,10,11,12,XG",N,N,409,N/A,N/A,98,23.96,Y,TAS-TAS,125% Rule,,82,"09,10,11,12",2019-2020,
2020-2021,150,Camden County Schools,150308,Grandy Primary,N,"PK,0K,01,02,03",N,N,549,N/A,N/A,138,25.14,Y,TAS-TAS,125% Rule,,86,"0K,01,02,03",2006-2007,
2020-2021,150,Camden County Schools,150310,Camden Intermediate,N,"04,05,06",N,N,399,N/A,N/A,93,23.31,Y,TAS-TAS,125% Rule,,38,"04,05",2018-2019,
2020-2021,150,Camden County Schools,150312,Camden Middle,N,"07,08",N,N,320,N/A,N/A,71,22.19,N,Not Title I,,,,,2019-2020,
2020-2021,150,Camden County Schools,150350,Camden Early College High,N,"09,10,11,12,13",N,N,175,N/A,N/A,27,15.43,N,Not Title I,,,,,,
2020-2021,160,Carteret County Public Schools,160304,Atlantic Elementary,N,"PK,0K,01,02,03,04,05",N,Y,75,66,1.6,75,100,Y,SW-SW,,,,,2006-2007,
2020-2021,160,Carteret County Public Schools,160306,Bogue Sound Elementary,N,"PK,0K,01,02,03,04,05",N,Y,422,267,1.6,422,100,Y,SW-SW,,,,,2006-2007,
2020-2021,160,Carteret County Public Schools,160308,Beaufort Elementary,N,"PK,0K,01,02,03,04,05",N,Y,438,328,1.6,438,100,Y,SW-SW,,,,,2006-2007,
2020-2021,160,Carteret County Public Schools,160309,Bridges School,N,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,Y,16,14,1.6,16,100,N,SW,,,,,,
2020-2021,160,Carteret County Public Schools,160310,Beaufort Middle,N,"05,06,07,08",N,Y,279,192,1.6,279,100,N,SW,,,,,,
2020-2021,160,Carteret County Public Schools,160311,Broad Creek Middle,N,"06,07,08",N,Y,667,278,1.6,445,66.72,N,SW,,,,,,
2020-2021,160,Carteret County Public Schools,160313,East Carteret High,N,"09,10,11,12,XG",N,N,482,N/A,N/A,291,60.37,N,SW,,,,,,
2020-2021,160,Carteret County Public Schools,160314,Croatan High,N,"09,10,11,12,XG",N,N,776,N/A,N/A,258,33.25,N,Not Title I,,,,,,
2020-2021,160,Carteret County Public Schools,160316,Harkers Island Elementary,N,"0K,01,02,03,04,05",N,Y,95,65,1.6,95,100,Y,SW-SW,,,,,2010-2011,
2020-2021,160,Carteret County Public Schools,160317,Morehead Elem at Camp Glenn,N,"04,05",N,Y,250,147,1.6,235,94,Y,SW-SW,,,,,2006-2007,
2020-2021,160,Carteret County Public Schools,160318,Morehead City Middle,N,"06,07,08",N,N,526,N/A,N/A,274,52.09,N,SW,,,,,,
2020-2021,160,Carteret County Public Schools,160322,Morehead City Primary,N,"PK,0K,01,02,03",N,Y,574,355,1.6,568,98.95,Y,SW-SW,,,,,2006-2007,
2020-2021,160,Carteret County Public Schools,160324,Newport Elementary,N,"0K,01,02,03,04,05",N,Y,716,531,1.6,716,100,Y,SW-SW,,,,,2006-2007,
2020-2021,160,Carteret County Public Schools,160326,Newport Middle,N,"06,07,08",N,Y,400,260,1.6,400,100,N,SW,,,,,,
